route_no,total_demand,required_buses,bus_stops_covered
61C,1477,36,"AVADI, KOILPATHAGAI RD.JN.,  H.V.F.MAIN GATE,  VEERAPURAM RD JN.,  AIRFORCE STATION, MUTHAPUDUPET"
61D,1464,36,"HIGH COURT, CENTRAL,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  NATHAMUNI TALKIES,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC,  AVADI CIRCLE,  KOILPATHAGAI RD.JN.,  H.V.F.MAIN GATE,  AIRFORCE STATION,  VENGAL CROSS ROAD,  VEERAPURAM,  NALLUR PUDU NAGAR, KADHAVOOR"
62A,1459,36,"RED HILLS, AAYURVEDA ASHRAMAM,  KAVANGARAI,  SCREW FACTORY,  SURAPEDU,  KALLIKUPPAM,  PUDUR,  AMB OT,  DUNLOP, AMBATHUR ESTATE"
62C,1,1,"ZM71, , 5A"
62D,486,12,"POZHAL CAMP, SCREW FACTORY,  SURAPEDU,  KALLIKUPPAM,  PUDUR,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  GOLDEN FLAT,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  KOYAMBEDU P.S, KOYMABEDU MARKET"
62E,969,24,"MADANAKUPPAM, KALLIKUPPAM,  PUDUR,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  GOLDEN FLAT,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  KOYAMBEDU P.S, KOYMABEDU MARKET"
65CCT,1472,36,"AMBATHUR ESTATE, DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC,  AVADI CIRCLE,  KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  NASIC NAGAR, PAKKAM"
65D,1467,36,"AVADI, KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  NATHAMBEDU ROAD JN.,  NATHAMBEDU COLONY,  PAKKAM VILLAGE,  PULIYUR,  PULIYUR KANDIGAI,  SIRUKALATHUR,  V.S.B.GARDEN,  VADHATTUR JN., MELKONDAIYUR"
65DET,1481,37,"AVADI, KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  NATHAMBEDU ROAD JN.,  NATHAMBEDU COLONY,  PAKKAM VILLAGE,  PULIYUR,  PULIYUR KANDIGAI,  SIRUKALATHUR,  V.S.B.GARDEN,  VADHATTUR JN.,  MELKONDAIYUR,  KARAYANMEDU, VADATHUR"
65E,1464,36,"POONAMALLEE, KARAYANCAHVADI,  SENNEERKUPPAM,  MELPAKKAM,  GOVARDANAGIRI,  VILINJAMBAKKAM AMMAN KOIL,  AVADI CIRCLE,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP, AMBATHUR ESTATE"
71K,1455,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY,  A.V.CONSTRUCTION,  PONNIAMMAN KOIL RD. JN.,  MADIPAKKAM RD. JN., KILKATTALAI"
71L,983,24,"AMB OT, DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
71NS,1473,36,"AVADI, POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
71R,1458,36,"AMBATHUR ESTATE, MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  KALAIGNAR NAGAR,  NEHRU NAGAR, RAMAPURAM"
88A,1466,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR,  PERIYAR NAGAR, NANDAMBAKKAM VILLAGE"
88C,1456,36,"HIGH COURT, CENTRAL,  PERIYAR BRIDGE,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN., KUNDRATHUR B.S"
88CET,1466,36,"NANDAMBAKKAM VILLAGE, PERIYAR NAGAR,  SIRUKALATHUR,  KUNDRATHUR B.S,  THANDALAM RD JN.,  PERIYAPANICHERI,  MOULIVAKKAM,  PORUR,  MOGALIVAKKAM,  RAMAPURAM,  BUTT ROAD,  GUINDY R.S,  CONCORDE,  SAIDAPET, T.NAGAR"
88D,1468,36,"SAIDAPET WEST, SRINIVASA THEATER,  SAIDAPET,  CONCORDE,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  KUNDRATHUR MURUGAN TEMPLE,  ANANDA NAGAR, VAZHUTHALAMBEDU RD. JN"
F71,969,24,"PATTABIRAM, 6.25,  Timings - Pattabiram to Guindy TVK Estate,  8.25,  PATTABIRAM,  KAVARAIPALAYAM,  AVADI,  POLYTECHNIC,  THIRUMULLAIVOAYL,  AMB OT,  DUNLOP,  AMBATHUR ESTATE,  LUCAS TVS,  THIRUMANGALAM,  KOYAMBEDU ROHINI THEATER,  KOYMABEDU MARKET,  KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  SAIDAPET WEST, GUINDY TVK ESTATE"
G17,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOGALIVAKKAM RD. JN., MOGALIVAKKAM"
K18,1481,37,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  CIPET,  JAFFARKHAN PET, SAIDAPET WEST"
K18CT,1461,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY R.S,  CIPET, EKKATTUTHANGAL"
M118K,1,1,"13.2, Timings - Chengalpet to  Tambaram,  16.45,  Timings - Kezhakaranai Koot to Tambaram,  Timings - Tambaram to Cement Road,  Timings - Tambaram to Chengalpet,  15.25,  Timings - Tambaram to Kezhakaranai Koot,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY,  GUDUVANCHERY,  PADAVATTAMMAN TEMPLE,  MARAIMALAI NAGAR,  BOROSIL COMPANY,  JN.OFSUBRAMSALAI&INDUSTRI,  KEZHAKARANAI, 18"
M119,1462,36,"GUINDY TVK ESTATE, CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  I.R.T. RD.JN.,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  NUCLEUS COMPANY, CHEMMANCHERY S.C.B."
M119A,1464,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  I.R.T. RD.JN.,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  NUCLEUS COMPANY, CHEMMANCHERY S.C.B."
M127B,1463,36,"THIRUVERKADU, VELAPPANCHAVADI,  VAANAGARAM,  MADURAVOYAL,  NERKUNDRAM,  ARUMBAKKAM,  NADUVANKARAI,  AMINIJIKARAI,  TAYLORS ROAD,  T.B.INSTITUTE,  EGMORE,  PERIYAR BRIDGE,  TRIPLICANE O.T (CORPN. SC, ANNA SQUARE"
M18G,978,24,"HASTHINAPURAM, 7.11,  17.31,  Timings - Hasthinapuram to Guduvanchery,  6.11,  16.31,  HASTHINAPURAM,  KUMARAN KUNDRAM,  VARADHARAJA THEATER,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
M18N,1459,36,"NANGANALLUR, CHIDAMBARAM STORES,  JN.OF.PALAVANTHANGAL &GST,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR,  VANDALOOR ZOO,  OORAPAKKAM SCHOOL,  PALAKKA COMPANY, GUDUVANCHERY"
M19A,1461,36,"T.NAGAR, SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  ADAYAR DEPOT,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
M19B,1469,36,"T.NAGAR, SAIDAPET,  CONCORDE,  ENG.COLLEGE,  ADAYAR B.S.,  INDIRA NAGAR WATER TANK,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  THORAPPAKKAM P.T.C COLONY, KANNAGI NAGAR S.C.BOARD"
M28,1449,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  REGAL,  CENTRAL,  P.OR & SONS,  TRIPLICANE, ANNA SQUARE"
M28ET,1461,36,"ENNORE, ASHOK LAYLAND,  ERNAVOOR GATE,  THIRUVETRIYUR B.S,  THIRUVOTRIYUR TEMPLE,  THANGAL,  TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  REGAL,  CENTRAL,  P.OR & SONS,  TRIPLICANE, ANNA SQUARE"
M45,1464,36,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  A.V.CONSTRUCTION,  PONNIAMMAN KOIL RD. JN.,  MADIPAKKAM RD. JN., KILKATTALAI"
M45AET,1472,36,"V.HOUSE, ROYAPETTA HOSPITAL,  C.I.T.COLONY,  ADYAR GATE,  S.H.B,  SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  A.V.CONSTRUCTION,  PONNIAMMAN KOIL RD. JN., MADIPAKKAM RD. JN."
M51C,1471,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  PALLAVAN NAGAR,  PERUMBAKKAM LIMIT,  PERUMBAKKAM COLONY(INDRAN,  NOOKAMPALAYAM VILLAGE,  ARASANKAZHANI, OTTIAMBAKKAM"
M51D,1471,36,"SAIDAPET, CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  VEERABADRA NAGAR,  JN.OF MAMBAKKAM & O.BAKKA,  CHITLAPAKKAM,  ARASANKAZHANI,  OTTIAMBAKKAM,  KARANAI,  SIRUCHERI,  SONALUR / PUDUR,  PUDUPAKKAM,  VANDALOOR RD.JN,  SATHANKUPPAM, KELAMBAKKAM"
M51R,1464,36,"HIGH COURT, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  GUINDY RACE COURCE OFFICE,  SECRETARIAT COLONY,  KAKKAN BRIDGE,  BRINDAVAN COLONY,  PUZHITHIVAKKAM B.S,  PONNIAMMAN KOIL RD. JN., MADIPAKKAM B.S"
M51V,1468,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  VEERABADRA NAGAR,  JN.OF MAMBAKKAM & O.BAKKA,  NOOTHANCHERI CROSS RD.,  MADURAPAKKAM RD.JN.,  PONMAR,  MAMBAKKAM TEMPLE,  MAMBAKKAM ROCE MILL, KOLATHUR"
M61,981,24,"T.NAGAR, SAIDAPET,  CONCORDE,  GUINDY R.S,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  PAMMAL,  ANAKAPUTHUR,  ANDAKUPPAM,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR, NANDAMBAKKAM KALAIGNAR NA"
M71E,1461,36,"C.M.B.T., KOYAMBEDU SCHOOL,  THIRUMANGALAM,  GOLDEN FLAT,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC,  AVADI,  KAVARAIPALAYAM,  PATTABIRAM,  NEMILICHERI,  THIRUNINDRAVOOR,  VEPPUMPATTU PULIYAMARAM, VEPPAMPATTU ESWARAN NAGAR"
M71F,1461,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  GUINDY R.S,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY,  I.R.T. RD.JN.,  SRP TOOLS,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP, OKKIYAM THORAIPAKKAM SEC."
M88ET,1453,36,"C.M.B.T., M.M.D.A.COLONY RD.JN.,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN., KUNDRATHUR B.S"
M88R,1466,36,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  D.M.S,  S.H.B,  SAIDAPET,  GUINDY R.S,  BUTT ROAD,  RAMAPURAM,  MOGALIVAKKAM,  PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR,  SOMANGALAM RD JN/N.V.R.D.,  POONTHANDALAM,  SOMANGALAM,  NALLUR,  AMARAMBEDU ROAD, AMARAMBEDU"
M89,1459,36,"PORUR, MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR,  SOMANGALAM RD /AMARAMBEDU,  POONTHANDALAM, SOMANGALAM"
M89T,981,24,"AYYAPPAN THANGAL, PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  SIRUKALATHUR,  ALAGESA NAGAR,  PUDUPEIR COOT ROAD,  NALLUR PUDU NAGAR,  AMARAMBEDU CHATRAM, AMARAMBEDU VILLAGE"
S11GET,1459,36,"THIRUVETRIYUR B.S, THIRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  P.OR & SONS,  TAMBARAM TOWN LIMIT,  D.M.S,  S.H.B,  SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VELACHERY,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY, MEDAVAKKAM KOOT ROAD"
S15A,1473,36,"T.NAGAR, SAIDAPET,  CONCORDE,  JN.OF RACE COURSE RD,  GURUNANAK COLLEGE,  VIJAYA NAGAR,  MADIPAKKAM RD. JN.,  NARAYANAPURAM,  MEDAVAKKAM COLONY,  JN.OF.VLY-TBM RD&MVKM-K.K,  S.I.V.E.T,  MAHALAKSHMI NAGAR,  CONVENT, TAMBARAM EAST"
S15E,973,24,"BESANT NAGAR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  SRINIVASA THEATER,  JAFFARKHAN PET,  KALAIGNAR NAGAR,  MUTHUMARIAMMAN KOIL,  Jn.OF P.T.R Rd/KAMARAJ Rd, VADAPALANI B.S"
S16D,1467,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  CLIVE BATTERY,  PARRYS,  SECRETARIAT,  CHEPAUK,  Q.M.C,  FORE SHORE ESTATE,  A.M.S.HOSPITAL,  AVVAI HOME,  BESANT NAGAR,  INDIRA NAGAR, THIRUVANMIYUR"
S111,1461,36,"THIRUVETRIYUR B.S, THRUVOTRIYUR TEMPLE,  THANGAL,  ANNA NAGAR,  ROYAPURAM P.S,  CLIVE BATTERY,  PARRYS,  CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI,  KUMUNANCHAVADI, POONAMALLEE"
S11,1,1,"Pallavaram, Thirusoolam National Airport,  Meenambakkam Old Airport,  Moovarasanpet,  Madipakkam,  Mahalakshmi Nagar, Kilkattalai"
S114,1461,36,"RED HILLS, AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM,  TAMBARAM,  IRUMBULIYUR,  PERUNGULATHUR,  VANDALOOR, VANDALOOR ZOO"
S114ET,1469,36,"PADIYANALLUR, RED HILLS,  AAYURVEDA ASHRAMAM,  KAVANGARAI,  CYCLE SHOP,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  KOYAMBEDU SCHOOL,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
S12B,1461,36,"VADAPALANI B.S, TRUSTPURAM,  BHARATHI NAGAR(PERIYAR PA,  PONDY BAZAAR,  F.C.I OLD,  LUZ,  SANTHOME P.O, FORE SHORE ESTATE"
S12C,1472,36,"SALIGRAMAN, VADAPALANI B.S,  PICTURE POST,  FIVE LAMPS,  T.NAGAR,  SOUTH BOAG & S.EAST BOAG,  DEFENCE QUARTERS,  ADYAR GATE,  CEMENTRY (MANDAVELI), MYLAPORE"
S13,973,24,"T.NAGAR, TELEGRAPH OFFICE,  SUN THEATER,  CORPN. PLAY GROUND,  WESLEY H.S, TRIPLICANE O.T (CORPN. SC"
S147,976,24,"MADAHVARAM VILLAGE, MADHAVARAM POST BOX,  MOOLAKADAI,  MADHAVARAM,  BUS BAY-17TH KM,  MALLIGAI NAGAR AVE,  WATER PIPE THANTHANKUPPAM,  WEELS INDIA RD.JN.,  THIRUMANGALAM,  ANNA NAGAR CIRCLE,  HOTEL ARUN,  NUNGAMBAKKAM R.S,  MAHALINGAPURAM,  BHARATHI NAGAR(PERIYAR PA, T.NAGAR"
S15B,1469,36,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  NADUVANKARAI,  ARUMBAKKAM, C.M.B.T."
S15G,1481,37,"BROADWAY, CENTRAL,  DASAPRAKASH,  TAYLORS ROAD,  AMINIJIKARAI,  JN. OF R.GARDEN & PEVR H., M.M.D.A.COLONY"
S166,978,24,"AYYAPPAN THANGAL, PORUR,  MOULIVAKKAM,  PERIYAPANICHERI,  THANDALAM RD JN.,  KUNDRATHUR B.S,  ANDAKUPPAM,  ANAKAPUTHUR,  PAMMAL,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
S171,1468,36,"THIRUVERKADU, VELAPPANCHAVADI,  VAANAGARAM,  MADURAVOYAL,  NERKUNDRAM,  KOYMABEDU MARKET,  KOYAMBEDU P.S,  M.M.D.A.COLONY RD.JN.,  JN OF III AND 1ST AVE,  JAFFARKHAN PET,  CIPET,  ST THOMAS MOUNT PO,  MENAMABAKKAM OLD AIRPORT,  THIRUSOOLAM NATIONAL AIRP,  PALLAVARAM,  CHROMPET,  T.B.SANATORIUM, TAMBARAM"
S17E,1473,36,"BROADWAY, CENTRAL,  PERIYAR BRIDGE,  EGMORE,  MATERNITY HOSPITAL,  D.P.I,  UTHAMAR GANDHISALAI (CORP,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S, SALIGRAMAN"
S17M,984,24,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  VALASARAVAKKAM,  PORUR, AYYAPPAN THANGAL"
S17MCT,1477,36,"BROADWAY, CENTRAL,  P.OR & SONS,  T.V.S,  GEMINI P.H,  VETERINARY HOSPITAL,  TRUSTPURAM, VADAPALANI B.S"
S19B,1471,36,"SAIDAPET, CONCORDE,  ENG.COLLEGE,  WOMEN'S POLYTECHNIC,  LATTICE BRIDGE,  KANDANCHAVADI,  THORAPPAKKAM TEA SHOP,  MOOTAKARAN CHAVADI,  KARAPAKKAM,  SOZHINGANALLUR P.U.OFFICE,  KUMARAN NAGAR,  CHEMMAN CHERI,  NAVALUR,  CHURCH,  PALAVASTHIC CHEMICALS,  HINDUSTAL EGG. COLLEGE, KELAMBAKKAM"
S23C,981,24,"THIRUVANMIYUR, ADAYAR DEPOT,  ADAYAR B.S.,  ENG.COLLEGE,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS, AYANAVARAM B.S"
S23V,1465,36,"VELACHERY, GURUNANAK COLLEGE,  JN.OF RACE COURSE RD,  CONCORDE,  SAIDAPET,  S.H.B,  D.M.S,  T.V.S,  SHANTHI/DAMS RD.,  EGMORE,  DASAPRAKASH,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM, VILLIVAKKAM"
S242,1472,36,"BROADWAY, CENTRAL,  DOVETON,  P1.POLICE STATION,  JAMALAYA,  VEENUS,  S.R.P. COLONY,  KOLATHUR/NEHRU RD JN,  VINAYAGAPURAM,  KATHIRVEDU,  KAVANGARAI,  AAYURVEDA ASHRAMAM, RED HILLS"
S24A,1471,36,"ANNA NAGAR WEST, MAHARANI,  BRINDAVAN COLONY,  AMINIJIKARAI,  TAYLORS ROAD,  STERLING ROAD,  GEMINI P.H,  ROYAPETTA HOSPITAL, V.HOUSE"
S27C,1466,36,"T.NAGAR, BHARATHI NAGAR(PERIYAR PA,  TRUSTPURAM,  VADAPALANI B.S,  VIRUGAMBAKKAM,  CHINMAYA NAGAR,  KOYMABEDU MARKET,  NERKUNDRAM,  MADURAVOYAL,  VAANAGARAM,  VELAPPANCHAVADI, THIRUVERKADU"
S27D,1457,36,"FORE SHORE ESTATE, Q.M.C,  V.M.STREET,  U.S.I.S.,  T.V.S,  ANNA ROAD P.O./DAMS ROAD,  EGMORE,  DHARMAPRAKASH/PETROL BUNK,  KELLEYS,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM, VILLIVAKKAM"
S27H,1467,36,"ANNA SQUARE, TRIPLICANE,  ANNA ROAD P.O./DAMS ROAD,  POSTAL AUDIT OFFICE,  STERLING ROAD,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  LUCAS TVS,  AMBATHUR ESTATE,  DUNLOP,  AMB OT,  THIRUMULLAIVOAYL,  POLYTECHNIC, AVADI"
S27L,973,24,"ANNA SQUARE, TRIPLICANE,  ANNA ROAD P.O./DAMS ROAD,  POSTAL AUDIT OFFICE,  STERLING ROAD,  NUNGAMBAKKAM R.S,  HOTEL ARUN,  ANNA NAGAR CIRCLE,  THIRUMANGALAM,  MOGAIPAIR ROAD JN., MOGAPAIR WEST"
S32A,1459,36,"TOLLGATE, TONDAIAYRPET,  THEAGARAYA COLLEGE,  V. NAGAR,  UNIVERCITY CLUB,  CENTRAL,  P.OR & SONS,  V.HOUSE,  DR.AMBEDHAR BRIDGE,  SANTHOME P.O, FORE SHORE ESTATE"
S32B,1458,36,"KORUKKUPET R.S, V. NAGAR,  UNIVERCITY CLUB,  CENTRAL,  P.OR & SONS, V.HOUSE"
S34,1446,36,"AMBATHUR ESTATE, MOGAIPAIR ROAD JN.,  THIRUMANGALAM,  ANNA NAGAR CIRCLE,  KILPAUK GARDEN,  KELLEYS,  CHOOLAI P.O,  REGAL,  V. NAGAR,  THEAGARAYA COLLEGE,  TONDAIAYRPET,  THANGAL,  THRUVOTRIYUR TEMPLE, THIRUVETRIYUR B.S"
S37D,974,24,"V. NAGAR, REGAL,  CHOOLAI P.O,  LADY MCTM SCHOOL/MILLERS,  K.M.C,  STERLING RD./METROLOG. DE,  CORPORATION SCHOOL/OFFICE,  VETERINARY HOSPITAL,  TRUSTPURAM,  PUDUR HIGH SCHOOL,  Jn.OF P.T.R Rd/KAMARAJ Rd,  MUTHUMARIAMMAN KOIL, KALAIGNAR NAGAR"
S46G,1461,36,"M.K.B.NAGAR EAST, VYASARPADI,  P1.POLICE STATION,  DASAMAHAN,  SAYANI/AYNAVARAM,  KAMABAR ARANGAM,  ANNA NAGAR,  NADUVANKARAI,  ARUMBAKKAM, C.M.B.T."
